employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
58167,4,22,2,0,0,1,31,5.0,7,1,0,57,1
8399,8,22,1,1,1,1,34,5.0,7,0,1,83,1
13049,8,27,0,1,0,1,23,3.0,2,1,0,78,1
49842,7,29,1,0,0,1,33,4.0,4,1,0,57,1
49549,4,13,2,0,1,1,39,5.0,3,1,0,59,1
54313,4,15,1,0,1,1,37,3.0,9,1,0,58,1
236,4,31,2,1,1,2,38,3.0,8,0,0,77,1
1941,4,23,1,1,0,1,42,4.0,10,1,0,61,1
55932,1,2,1,0,0,1,28,4.0,1,1,0,62,1
1645,7,4,1,0,0,1,33,5.0,6,1,0,47,1
23476,5,12,1,1,0,1,38,3.0,10,1,0,67,1
29198,1,4,2,0,0,1,43,5.0,13,1,0,62,1
20794,4,2,1,1,0,1,32,5.0,6,0,0,67,1
23774,4,2,1,1,0,1,57,5.0,11,1,1,91,1
27111,4,22,1,0,0,2,37,5.0,7,1,0,55,1
52773,4,7,2,1,1,1,32,3.0,7,1,0,60,1
26389,4,2,2,0,0,1,59,5.0,8,0,0,70,1
54443,7,23,1,1,0,1,29,4.0,6,1,1,89,1
35088,0,19,1,1,0,2,32,3.0,4,1,0,88,1
40741,8,4,1,1,0,3,26,3.0,2,1,0,80,1
46355,8,2,1,1,0,1,31,3.0,3,0,0,83,1
65472,7,4,2,0,1,1,34,3.0,4,1,0,51,1
72872,8,2,1,0,1,1,25,,1,0,0,93,1
44659,8,2,1,1,0,1,30,5.0,4,1,0,80,1
34596,7,4,2,1,1,1,40,3.0,3,1,0,48,1
47655,7,11,1,1,0,1,29,5.0,2,1,0,98,1
76495,5,2,2,1,1,1,32,5.0,6,0,0,83,1
2564,4,2,1,0,1,1,51,3.0,5,1,0,61,1
69572,8,22,2,1,0,2,34,5.0,4,1,0,74,1
71000,8,2,0,1,1,1,24,,1,1,0,81,1
58108,7,22,1,1,1,1,33,5.0,6,1,1,46,1
8607,4,13,1,1,1,1,38,5.0,8,1,0,62,1
41912,8,22,1,1,1,2,26,4.0,2,1,0,80,1
48299,0,22,1,0,0,1,27,5.0,4,0,1,88,1
55956,2,25,1,0,0,1,26,4.0,5,1,0,52,1
68166,0,11,1,1,1,2,29,5.0,5,1,0,81,1
13242,1,22,1,1,1,2,28,,1,0,1,90,1
43419,0,22,1,1,1,2,29,,1,0,0,89,1
23971,5,7,1,1,0,1,30,,1,0,0,90,1
71058,8,24,1,1,1,1,29,5.0,5,1,0,82,1
48361,7,2,1,1,1,1,56,4.0,19,1,0,55,1
25197,4,31,1,0,0,1,36,5.0,9,1,0,59,1
11655,5,2,1,1,1,1,29,5.0,2,0,1,83,1
48974,4,2,1,1,0,2,57,4.0,3,1,1,59,1
8878,0,22,1,1,0,1,30,3.0,6,1,0,84,1
16574,7,2,2,1,0,1,46,4.0,7,1,0,50,1
49043,4,15,1,1,1,2,31,,1,1,0,56,1
32554,5,17,2,0,0,1,38,3.0,9,1,0,74,1
58423,7,25,1,1,1,1,25,,1,1,0,52,1
21952,8,7,2,1,0,1,33,4.0,4,1,0,91,1
75738,0,14,1,1,0,1,33,5.0,6,1,0,84,1
23963,7,22,1,1,2,1,25,3.0,2,1,1,91,1
58079,5,7,1,0,0,1,36,5.0,10,1,0,70,1
64779,8,12,1,0,1,1,34,5.0,10,0,0,82,1
67565,7,2,2,0,0,1,36,4.0,7,0,0,63,1
72903,4,31,1,1,0,1,32,4.0,4,1,0,58,1
40400,4,2,1,1,1,1,37,5.0,8,1,0,89,1
68816,5,27,2,0,1,1,35,5.0,3,1,0,67,1
40632,4,22,1,1,1,1,33,3.0,7,1,1,66,1
27366,8,30,1,1,0,1,34,5.0,8,1,0,80,1
28721,1,7,1,1,1,1,28,5.0,3,1,1,90,1
11329,4,19,1,1,0,1,36,5.0,4,1,0,60,1
29984,7,2,2,1,1,1,58,3.0,32,1,0,52,1
63184,4,22,2,0,0,1,33,5.0,5,0,0,76,1
47600,7,1,2,1,0,1,35,5.0,8,0,0,65,1
10597,2,2,2,1,0,1,41,5.0,10,0,0,97,1
7369,1,7,1,1,0,1,29,2.0,6,1,0,92,1
75376,7,2,1,1,0,1,23,5.0,2,1,0,46,1
6461,8,16,1,1,0,1,33,3.0,7,1,0,79,1
16577,0,13,2,1,0,1,49,5.0,3,1,0,89,1
52471,3,22,1,1,2,1,28,4.0,4,0,0,73,1
39265,4,4,1,0,0,1,27,5.0,4,1,0,58,1
68927,4,13,2,0,0,1,51,5.0,3,0,0,74,1
41720,4,2,1,1,0,2,38,5.0,10,1,0,58,1
46096,7,27,1,1,0,1,27,4.0,3,1,0,48,1
13289,7,7,1,0,0,1,35,3.0,9,1,0,44,1
57086,5,2,2,1,0,1,58,3.0,17,1,0,70,1
41815,8,2,1,0,1,1,24,5.0,3,0,0,82,1
22605,4,22,1,1,0,1,31,3.0,6,1,0,58,1
25624,4,15,1,1,0,1,32,2.0,7,1,0,65,1
7422,5,22,2,1,0,1,48,2.0,3,0,0,80,1
27383,6,28,2,1,0,1,37,5.0,8,0,0,84,1
10207,7,11,2,1,0,2,46,5.0,17,0,0,61,1
26056,0,17,1,1,0,1,27,3.0,4,0,0,82,1
31192,8,15,1,1,0,1,43,4.0,11,1,0,82,1
76756,5,17,2,0,1,1,39,4.0,9,1,0,63,1
7636,4,15,1,1,0,1,37,3.0,9,1,0,55,1
9768,8,11,1,0,0,1,27,5.0,3,0,0,90,1
19855,4,4,1,1,1,1,35,5.0,8,1,0,60,1
77297,7,2,1,1,1,1,24,5.0,2,1,0,54,1
25446,7,7,1,1,0,1,33,2.0,8,1,0,45,1
453,5,23,1,0,0,1,28,5.0,2,1,0,69,1
68488,5,22,2,0,0,1,45,5.0,18,1,0,77,1
67414,7,2,1,1,0,1,28,3.0,2,0,0,55,1
45847,5,22,2,0,1,1,32,5.0,4,0,1,84,1
61901,7,4,2,1,0,1,47,5.0,3,1,0,88,1
17263,5,17,2,0,1,1,38,5.0,9,0,0,81,1
40069,4,22,1,1,2,1,27,2.0,2,1,0,63,1
44073,7,2,1,1,0,1,34,4.0,4,1,1,64,1
53726,0,22,1,0,1,1,30,4.0,5,1,0,83,1
67827,4,26,2,0,0,1,41,3.0,6,0,1,91,1
29725,7,26,2,1,1,2,33,3.0,5,1,0,53,1
74229,4,23,2,0,1,1,36,2.0,4,0,1,70,1
3777,2,13,1,1,1,1,25,5.0,2,1,0,50,1
54490,0,7,1,1,0,2,30,5.0,4,1,0,84,1
30923,5,22,1,1,1,2,25,,1,1,0,71,1
76803,8,2,1,1,1,1,33,4.0,6,1,0,81,1
50457,4,22,2,0,2,2,33,4.0,9,1,0,59,1
74515,8,15,1,1,0,1,31,3.0,5,1,0,78,1
2095,7,2,1,1,0,1,32,4.0,3,1,0,89,1
10906,7,13,1,1,1,1,51,3.0,19,1,0,50,1
6767,4,30,1,0,1,1,35,4.0,10,1,0,62,1
63854,5,26,1,0,1,1,30,5.0,4,1,0,69,1
6196,8,20,1,0,0,1,28,5.0,3,1,0,75,1
10977,7,15,1,1,0,1,29,3.0,5,1,0,48,1
53196,5,7,2,0,0,1,42,4.0,3,1,0,70,1
42070,4,23,2,1,0,1,36,3.0,10,1,0,57,1
66541,4,7,1,0,0,1,35,5.0,5,1,0,58,1
75999,5,20,1,1,0,2,31,5.0,2,0,1,84,1
8311,1,22,1,1,0,2,28,,1,1,0,64,1
56778,4,4,1,1,0,1,27,5.0,2,1,0,55,1
63466,5,2,2,0,2,1,55,5.0,4,1,0,68,1
15446,7,22,1,1,1,2,30,,1,0,0,67,1
24767,4,20,2,1,1,2,36,3.0,10,1,0,62,1
46867,7,2,1,1,1,1,29,5.0,5,1,0,99,1
61596,1,4,1,1,1,2,33,4.0,6,1,0,73,1
7293,4,2,2,0,1,2,38,3.0,6,1,0,63,1
61870,4,14,1,0,0,1,31,5.0,4,1,0,59,1
44584,2,22,2,0,2,1,32,5.0,7,0,0,59,1
71320,7,2,1,0,0,1,52,5.0,20,1,0,48,1
58924,4,22,1,1,0,1,35,3.0,8,0,0,69,1
15078,4,31,1,0,0,1,37,5.0,5,1,0,59,1
24289,4,2,2,0,0,1,36,3.0,2,0,1,76,1
67000,7,2,1,1,0,1,40,5.0,6,1,0,46,1
50305,4,6,1,0,1,1,30,4.0,9,1,0,61,1
37011,4,4,2,1,1,1,47,4.0,13,1,0,59,1
33218,4,2,2,1,0,1,47,4.0,6,0,0,73,1
57806,4,2,2,0,1,1,37,5.0,10,1,0,56,1
54636,7,22,1,1,0,1,30,5.0,5,0,0,61,1
5942,4,22,1,0,0,1,34,3.0,9,1,0,55,1
4814,7,28,2,1,0,1,33,3.0,4,1,0,52,1
46055,7,4,2,0,0,1,34,4.0,8,1,0,47,1
42223,5,2,2,1,0,1,38,4.0,4,1,0,72,1
70464,7,13,1,1,0,1,27,3.0,2,1,0,46,1
54762,8,26,1,0,0,1,33,4.0,7,1,0,80,1
23516,5,13,1,0,1,1,26,5.0,4,0,0,81,1
40243,1,26,1,1,1,1,28,,1,1,0,56,1
68944,2,4,1,1,1,1,27,5.0,3,1,0,51,1
60573,6,22,2,1,1,2,27,5.0,4,0,0,84,1
74477,7,31,1,1,0,1,25,4.0,2,1,0,54,1
59217,4,6,1,0,0,1,32,4.0,4,1,0,90,1
60578,8,19,1,1,0,2,32,4.0,7,1,0,81,1
71114,1,22,1,0,0,1,27,2.0,2,1,1,60,1
50750,4,27,1,1,1,1,31,5.0,6,1,0,57,1
63163,5,2,1,0,2,1,30,5.0,4,0,1,79,1
58880,5,27,1,1,0,1,30,5.0,6,1,0,67,1
32639,8,22,1,0,1,1,27,,1,0,1,89,1
38388,5,23,1,1,0,1,33,3.0,8,1,0,68,1
21095,5,2,1,0,0,1,26,,1,1,0,75,1
52234,4,15,1,0,0,1,30,4.0,8,1,0,62,1
17141,4,23,1,1,1,1,37,1.0,5,1,0,58,1
67637,5,17,1,0,1,1,33,5.0,8,0,0,80,1
73570,5,2,2,0,0,1,39,5.0,11,1,0,68,1
64864,7,31,1,1,1,1,26,4.0,4,0,0,57,1
49547,7,7,1,1,1,1,32,3.0,6,0,0,66,1
73102,7,2,1,1,0,1,38,5.0,11,1,0,58,1
28835,5,13,2,1,0,1,36,5.0,10,1,0,69,1
27635,4,15,1,1,0,1,39,3.0,2,0,0,74,1
72698,4,7,2,1,1,1,34,3.0,8,1,1,86,1
7202,5,11,1,1,0,1,31,5.0,2,0,0,80,1
57358,5,2,2,1,1,1,48,2.0,17,0,0,82,1
4442,7,29,1,0,0,1,32,,1,1,0,50,1
29636,4,27,1,1,0,1,29,5.0,3,1,0,55,1
15413,5,2,2,0,1,1,48,4.0,18,0,1,85,1
33944,7,2,1,0,0,1,36,3.0,9,1,0,56,1
56590,7,2,1,0,1,1,33,3.0,5,1,0,47,1
39152,4,2,0,0,1,2,24,3.0,2,1,0,63,1
32293,8,5,1,0,1,1,27,4.0,2,0,0,81,1
62995,8,22,1,0,0,1,29,5.0,4,1,1,78,1
54038,7,25,2,1,0,1,46,4.0,3,1,1,47,1
54177,8,7,0,1,1,1,24,3.0,3,1,0,78,1
39252,5,13,1,1,1,1,31,,1,1,0,70,1
72793,4,22,1,1,0,1,41,3.0,2,0,0,70,1
9995,7,25,1,1,0,1,26,3.0,4,1,0,50,1
77111,0,7,1,1,0,1,33,4.0,6,1,0,82,1
43289,4,7,1,1,0,1,28,5.0,2,1,0,58,1
13804,5,2,1,0,2,1,32,4.0,3,1,0,68,1
54079,0,31,1,1,1,1,27,5.0,3,1,0,85,1
23437,7,7,1,1,0,1,29,4.0,5,0,0,65,1
74976,5,2,1,1,1,1,32,5.0,6,1,0,74,1
46153,7,29,1,1,0,1,47,5.0,5,0,0,58,1
60189,8,31,1,1,1,1,28,,1,0,0,81,1
5822,5,22,1,1,1,1,31,5.0,7,0,0,87,1
1751,7,15,1,1,0,1,34,3.0,9,1,0,54,1
11930,7,2,1,1,0,1,51,2.0,3,1,0,49,1
69187,5,2,1,1,1,1,41,5.0,7,0,1,92,1
76925,7,17,1,1,1,1,32,5.0,3,1,0,48,1
2692,7,11,1,1,0,1,30,5.0,3,1,0,48,1
71295,5,2,1,0,1,1,31,5.0,5,0,0,87,1
44284,8,7,1,1,0,1,29,4.0,8,1,0,85,1
7625,7,2,1,1,1,1,29,3.0,5,1,0,52,1
13709,7,28,2,1,0,1,38,5.0,6,1,0,94,1
66695,8,2,1,1,0,1,28,3.0,2,1,0,78,1
60072,4,22,1,0,0,1,36,2.0,7,1,0,58,1
17067,0,2,2,1,0,1,35,5.0,10,1,0,85,1
27337,4,22,1,0,1,1,37,1.0,7,1,1,90,1
19692,7,2,1,0,1,2,31,5.0,6,1,0,49,1
50143,7,7,2,1,1,2,45,3.0,4,0,0,65,1
70609,7,7,1,1,1,1,30,5.0,4,1,0,53,1
29126,4,27,1,1,0,1,27,3.0,3,1,0,62,1
8281,4,15,1,1,1,1,33,5.0,5,1,0,61,1
75918,4,2,1,0,1,1,31,3.0,3,0,1,85,1
8469,2,26,1,1,1,1,29,4.0,2,1,0,51,1
17050,8,7,1,1,0,1,28,4.0,2,1,0,80,1
19680,4,22,1,1,1,1,27,4.0,5,1,0,75,1
51152,0,12,1,1,1,3,27,5.0,2,0,0,82,1
63481,0,28,1,1,0,2,30,3.0,4,1,0,87,1
51041,8,22,1,1,0,1,29,3.0,2,0,0,89,1
61337,8,22,2,1,0,2,43,4.0,11,1,0,89,1
65294,8,22,1,1,0,1,26,5.0,2,1,1,78,1
39282,7,2,1,1,0,1,43,5.0,8,0,0,61,1
66287,0,10,2,1,0,1,33,5.0,6,0,0,85,1
6995,8,22,1,1,0,2,37,5.0,10,1,0,75,1
48693,7,22,2,1,1,1,42,2.0,3,1,0,97,1
10739,4,2,2,0,0,2,38,3.0,13,1,0,59,1
59202,8,2,1,0,0,1,34,3.0,10,1,0,79,1
10505,8,13,2,0,0,2,32,3.0,4,0,1,89,1
44675,4,27,1,1,1,1,40,3.0,7,1,0,58,1
41920,4,15,1,1,0,2,33,5.0,7,1,0,57,1
3622,0,28,2,1,0,2,33,5.0,7,1,0,83,1
1844,4,32,1,1,0,2,37,4.0,7,1,0,59,1
26312,7,28,2,1,1,1,35,2.0,11,1,0,48,1
2029,0,22,1,0,1,1,29,5.0,3,1,0,86,1
22161,3,27,1,1,0,1,27,,1,1,0,59,1
27059,7,23,2,1,0,1,36,2.0,5,1,1,51,1
63849,4,15,2,1,0,2,38,5.0,9,0,0,82,1
33820,6,4,1,1,0,2,33,3.0,4,1,0,84,1
14936,7,7,1,1,1,1,38,3.0,4,0,0,65,1
5045,1,4,2,0,0,1,35,5.0,7,1,0,57,1
67791,8,2,1,1,1,1,34,3.0,5,1,0,77,1
76743,1,11,1,1,0,1,30,5.0,4,1,0,64,1
70388,4,2,1,1,1,1,40,3.0,8,1,0,58,1
40870,0,28,2,1,0,1,33,3.0,7,1,0,89,1
13838,8,31,1,0,0,1,31,5.0,6,0,0,92,1
35075,7,2,2,1,0,1,49,1.0,15,0,0,63,1
38315,1,32,1,1,0,1,31,2.0,2,0,0,73,1
51817,7,2,2,1,0,1,35,4.0,6,0,0,61,1
66043,1,27,1,0,0,1,29,,1,0,0,72,1
6880,4,2,2,1,2,1,39,5.0,5,0,0,71,1
72344,2,2,2,0,1,1,59,4.0,19,0,0,63,1
10503,8,23,2,1,1,1,33,5.0,7,1,0,80,1
59012,5,7,2,1,0,1,38,5.0,12,0,0,92,1
28934,7,9,2,1,0,1,29,3.0,4,0,0,66,1
54045,6,22,1,1,1,1,30,,1,1,1,88,1
70501,4,22,1,1,0,1,34,5.0,9,1,0,59,1
15329,8,13,2,1,1,1,35,4.0,10,1,0,82,1
1920,2,7,2,0,0,1,33,4.0,5,1,0,48,1
50597,4,12,1,0,0,1,31,3.0,4,1,0,61,1
29502,8,2,0,1,0,2,24,,1,1,0,80,1
34615,8,7,1,1,0,1,27,,1,1,0,93,1
9092,7,22,1,1,1,1,28,3.0,3,1,0,48,1
45851,5,31,2,1,1,1,40,3.0,5,1,0,95,1
65065,5,8,2,0,1,1,44,3.0,3,1,0,74,1
14785,8,1,2,1,0,1,30,3.0,3,1,1,81,1
6343,0,22,1,1,1,1,29,5.0,2,0,0,88,1
52369,0,29,1,0,0,1,30,5.0,4,1,0,86,1
27435,0,2,1,1,1,1,28,5.0,4,0,1,82,1
6292,0,22,1,1,0,3,28,5.0,2,1,0,81,1
60259,7,1,1,1,0,1,28,3.0,5,1,0,52,1
16204,5,2,1,0,1,1,39,5.0,2,1,0,69,1
45191,4,22,1,1,1,1,34,5.0,4,1,0,83,1
46342,7,26,1,1,1,2,35,3.0,3,0,0,60,1
68842,4,4,2,0,0,1,39,5.0,10,1,0,58,1
1263,7,2,1,1,0,1,43,4.0,10,1,0,49,1
39326,7,22,1,1,1,1,30,5.0,11,1,0,45,1
44576,8,22,1,0,0,1,31,5.0,5,1,0,83,1
568,7,7,1,1,0,1,34,3.0,10,1,0,51,1
63335,7,16,1,1,0,2,30,1.0,7,1,0,45,1
1381,3,2,1,1,0,1,30,4.0,4,1,0,60,1
15384,4,15,1,0,0,1,44,4.0,7,1,1,61,1
10902,4,19,2,1,0,1,37,5.0,4,1,1,57,1
37446,7,4,1,1,1,1,51,4.0,3,1,0,66,1
72135,7,22,1,1,1,1,29,5.0,8,0,0,56,1
43458,7,4,2,1,0,1,33,5.0,2,1,0,50,1
20847,0,29,1,1,1,1,30,4.0,9,0,0,86,1
27341,4,32,1,1,0,1,36,5.0,5,1,0,63,1
60078,7,12,1,0,1,1,26,5.0,2,1,0,94,1
72614,8,2,2,1,0,1,50,3.0,20,1,0,76,1
21571,4,15,1,1,1,1,36,5.0,8,1,0,55,1
21240,4,2,2,0,0,1,56,3.0,16,0,0,71,1
60786,7,25,2,1,0,1,35,2.0,8,1,0,54,1
8998,0,28,1,1,1,1,29,4.0,6,1,0,89,1
34522,2,25,2,0,1,1,34,5.0,3,0,1,61,1
41061,2,22,1,0,1,1,28,5.0,4,1,0,54,1
46686,0,22,1,1,1,1,28,5.0,4,0,0,86,1
38127,5,7,2,0,0,1,33,3.0,5,1,0,73,1
861,2,22,1,0,2,1,27,,1,1,0,43,1
66411,5,11,2,0,0,1,39,5.0,3,1,0,72,1
44317,7,2,1,1,1,1,20,,1,1,0,45,1
7669,7,7,2,1,0,1,42,4.0,19,1,0,60,1
39987,7,28,1,1,0,1,34,3.0,5,0,0,64,1
32142,7,2,2,1,1,1,42,3.0,9,1,0,51,1
66371,7,13,2,1,1,1,33,5.0,10,1,0,54,1
18214,1,7,1,0,0,1,31,3.0,4,1,0,62,1
74714,7,2,1,1,2,1,41,5.0,12,1,0,48,1
9388,4,2,1,1,1,1,30,5.0,2,1,0,59,1
2132,7,23,1,1,1,2,31,5.0,8,1,0,51,1
58851,5,29,1,1,0,1,29,,1,1,0,68,1
58482,4,8,1,1,1,1,33,3.0,3,0,0,76,1
76371,8,22,2,1,1,1,39,5.0,2,1,0,77,1
47292,4,2,1,1,1,1,42,2.0,12,0,0,92,1
30582,4,31,1,1,0,1,34,5.0,9,0,0,69,1
20603,3,7,1,1,1,1,35,5.0,3,1,0,58,1
58687,5,11,2,1,0,1,41,3.0,13,0,0,80,1
15411,0,22,1,1,1,2,29,5.0,5,0,0,84,1
72964,8,7,1,1,0,1,31,1.0,6,1,0,79,1
28588,5,2,2,0,0,1,42,5.0,6,0,0,88,1
48349,4,19,2,0,0,1,41,3.0,3,0,0,74,1
34224,5,2,1,0,1,1,38,5.0,7,0,1,84,1
57850,4,16,2,0,1,2,35,5.0,6,1,0,59,1
24920,7,15,1,1,1,3,30,4.0,4,1,0,51,1
18745,5,26,1,0,0,1,33,4.0,4,1,0,82,1
58547,0,2,1,1,0,2,25,5.0,3,1,0,85,1
7404,4,22,1,1,1,2,32,5.0,2,1,0,63,1
30442,7,13,1,1,0,1,22,,1,1,0,51,1
1961,7,2,2,0,0,1,34,3.0,6,1,0,51,1
68404,0,29,1,1,0,2,28,3.0,2,0,0,86,1
39169,2,2,1,1,1,1,36,4.0,8,1,0,47,1
45552,5,20,2,0,0,1,37,5.0,9,0,1,95,1
52323,7,15,1,1,1,1,39,4.0,10,0,1,62,1
65112,7,13,1,1,0,2,30,,1,0,0,62,1
57265,4,2,2,0,0,1,44,3.0,6,1,0,96,1
69672,5,2,2,1,0,1,42,3.0,15,0,0,81,1
39859,7,2,1,1,0,1,46,3.0,6,1,0,52,1
45463,7,22,1,1,0,3,28,4.0,3,1,0,86,1
14042,7,13,1,1,0,1,39,4.0,4,1,0,49,1
47067,7,3,2,1,1,1,42,5.0,3,1,1,49,1
66412,7,7,1,1,2,1,33,5.0,7,0,0,64,1
6883,4,19,2,1,0,1,44,4.0,13,1,0,62,1
58464,0,2,1,0,1,2,33,3.0,6,1,0,89,1
26514,7,1,2,1,0,1,39,5.0,13,1,0,47,1
33841,7,22,1,1,0,2,25,4.0,4,0,0,60,1
1868,0,22,1,1,1,2,29,2.0,2,1,0,93,1
71519,0,25,1,1,0,1,29,4.0,5,1,0,85,1
8235,8,2,1,0,2,1,35,2.0,9,1,0,79,1
22113,3,26,1,1,0,1,27,3.0,2,1,0,58,1
2842,7,20,1,1,0,1,27,,1,1,0,49,1
23178,2,25,2,0,0,1,33,4.0,5,1,0,48,1
49276,4,22,2,0,0,1,47,4.0,22,1,1,98,1
14411,2,2,1,0,1,1,32,5.0,5,1,0,49,1
57013,3,22,1,1,2,1,31,5.0,4,1,0,60,1
66399,4,4,1,1,1,1,44,5.0,3,0,0,76,1
53156,5,15,2,1,0,1,38,5.0,4,1,0,70,1
64384,7,7,1,1,0,1,40,4.0,7,1,0,58,1
17462,4,2,1,1,0,1,34,5.0,5,1,0,57,1
18482,0,22,1,1,1,1,32,3.0,7,1,0,87,1
78218,7,13,1,1,0,1,35,4.0,6,1,1,93,1
30726,1,15,1,1,1,1,36,3.0,5,0,0,69,1
20409,7,2,1,1,0,1,21,5.0,2,1,0,94,1
48929,4,26,2,0,0,1,33,5.0,3,1,0,56,1
62325,7,22,1,1,2,1,29,5.0,3,0,0,57,1
13712,7,13,2,1,0,1,35,3.0,4,0,0,63,1
24758,1,2,1,0,1,1,27,4.0,2,1,1,68,1
39803,4,30,2,0,0,1,44,5.0,4,1,0,95,1
75878,5,16,1,0,1,1,34,3.0,9,1,0,65,1
39437,4,10,2,1,1,1,34,3.0,6,0,0,74,1
8035,7,9,1,1,0,1,30,5.0,3,1,1,94,1
17968,7,2,1,1,1,1,30,4.0,4,0,0,63,1
18179,4,27,2,0,0,1,43,3.0,11,0,1,99,1
50820,4,27,1,1,0,1,35,5.0,10,1,0,60,1
3524,3,27,1,1,0,1,33,5.0,9,0,0,68,1
10145,8,17,1,1,0,1,29,5.0,2,1,0,79,1
36509,6,26,1,1,0,1,33,5.0,6,1,0,83,1
15700,7,2,1,1,1,1,40,4.0,7,1,0,50,1
34420,0,22,1,1,2,1,27,3.0,3,1,0,82,1
60141,4,31,1,0,0,1,36,5.0,9,1,0,59,1
44051,8,15,1,0,1,1,32,5.0,6,0,1,94,1
72852,7,2,1,1,1,2,23,,1,1,0,50,1
53412,7,4,2,1,1,1,35,4.0,3,1,0,48,1
29481,5,15,1,0,2,1,35,5.0,8,1,0,70,1
44556,6,29,1,1,0,1,27,5.0,3,1,0,83,1
30906,4,23,2,0,1,2,37,3.0,7,1,0,63,1
52240,0,28,1,1,0,1,31,5.0,2,1,0,81,1
77413,5,26,2,0,0,1,37,4.0,4,1,0,78,1
10412,7,13,1,0,1,1,32,4.0,3,0,0,62,1
47451,5,29,2,0,1,1,35,3.0,5,1,0,65,1
53613,4,21,1,1,0,1,29,4.0,2,1,1,61,1
29345,0,28,1,1,1,2,31,3.0,5,1,0,84,1
33857,5,7,1,1,0,1,42,4.0,4,1,0,72,1
37474,0,22,1,1,1,1,31,,1,1,0,82,1
30606,4,22,2,1,0,2,48,5.0,18,1,0,58,1
8688,7,2,1,1,0,1,40,4.0,13,1,0,48,1
69267,4,23,1,0,1,1,39,5.0,4,1,1,63,1
37500,8,20,1,0,0,1,31,5.0,4,0,1,88,1
22705,0,34,1,1,0,3,25,3.0,2,0,0,93,1
34531,8,22,1,1,0,3,27,3.0,3,1,1,72,1
77245,3,2,1,0,0,1,28,3.0,2,1,0,61,1
46501,7,25,2,1,0,1,37,5.0,7,0,0,62,1
897,7,20,1,0,0,1,28,4.0,3,1,0,49,1
77110,5,7,1,1,0,1,30,4.0,7,1,0,70,1
20853,5,2,2,0,2,1,37,3.0,6,1,0,71,1
52195,8,7,2,1,0,1,43,4.0,15,1,0,77,1
47099,4,2,2,1,0,1,34,5.0,3,0,1,72,1
56175,0,22,1,1,0,2,31,3.0,6,0,1,84,1
30269,4,15,2,1,1,1,42,3.0,13,0,0,73,1
54716,4,16,1,0,0,1,31,5.0,4,1,0,57,1
17249,8,15,1,1,0,2,31,3.0,10,1,0,83,1
75614,4,6,1,0,0,1,25,5.0,2,1,0,62,1
18207,8,13,1,1,1,1,28,4.0,5,1,0,75,1
61121,0,22,1,1,1,2,27,5.0,2,1,0,90,1
17106,7,13,1,1,1,1,38,5.0,9,0,1,93,1
30234,2,22,2,1,0,1,34,5.0,7,0,0,62,1
7727,4,4,1,1,0,1,27,4.0,3,0,0,76,1
4654,8,5,1,0,0,1,29,3.0,3,1,0,77,1
62235,7,16,1,1,0,1,37,4.0,5,1,0,53,1
19869,0,2,2,1,1,2,41,3.0,11,1,0,85,1
69529,7,7,1,1,1,1,33,5.0,6,1,0,50,1
45115,7,2,1,1,0,1,31,3.0,4,1,0,52,1
30282,5,4,2,1,0,1,50,5.0,15,0,0,84,1
73937,4,26,1,1,0,1,30,5.0,7,0,0,65,1
51035,7,28,2,1,1,1,38,5.0,10,1,0,49,1
66968,7,32,1,1,1,1,30,3.0,4,1,0,51,1
32626,8,17,1,1,0,1,27,,1,1,0,80,1
9303,8,7,1,1,2,1,27,5.0,2,1,0,80,1
4530,5,2,1,0,0,1,38,4.0,10,1,0,83,1
5112,4,2,1,0,0,1,33,5.0,8,0,0,76,1
55517,7,2,1,1,1,1,43,4.0,6,1,0,64,1
17275,8,23,1,1,1,1,30,5.0,4,0,0,84,1
17911,8,2,2,1,0,1,55,5.0,15,0,0,88,1
72003,0,2,1,1,0,1,33,3.0,10,1,0,85,1
54606,7,6,1,1,0,1,32,4.0,4,1,1,94,1
71407,4,15,2,0,0,1,34,3.0,3,1,0,65,1
20841,4,4,1,1,0,1,30,5.0,3,0,0,67,1
13906,3,12,1,0,0,1,25,5.0,2,1,0,56,1
5038,8,7,1,1,0,1,32,5.0,5,1,0,85,1
61281,8,2,1,1,0,1,46,5.0,4,1,0,83,1
18185,8,2,1,0,0,1,49,3.0,11,1,0,83,1
24806,0,2,2,1,0,1,51,3.0,6,0,0,86,1
25198,7,16,2,1,1,1,37,4.0,6,1,0,47,1
5215,4,7,2,0,0,1,41,5.0,6,0,0,67,1
60127,7,25,1,1,0,1,31,3.0,4,1,0,50,1
62789,5,2,1,1,0,1,32,4.0,7,1,0,89,1
45197,1,11,1,1,1,1,27,5.0,4,0,0,74,1
19393,5,19,2,1,0,1,52,5.0,11,1,0,70,1
62791,4,2,2,0,0,2,52,3.0,3,0,1,98,1
68868,4,15,2,0,1,1,44,3.0,3,0,0,76,1
47289,7,13,1,1,0,1,58,3.0,9,0,0,66,1
25041,2,22,1,0,2,1,28,2.0,2,1,0,52,1
69962,0,22,1,1,1,1,28,3.0,4,1,0,84,1
24825,4,4,1,0,1,2,31,3.0,5,0,0,79,1
28298,8,22,1,1,0,1,29,5.0,2,0,0,92,1
39271,7,2,1,1,1,1,36,5.0,6,1,0,47,1
